Mic config:, Room:, Room decode:, Room config:, Chan:, FB T60:, Mean T60:, FB DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, Freq:, T60:, Mean T60:, DRR:, Mean DRR:, 
EM32, EE_lobby, Building_Lobby, 1, 14, 0.6058237145, 0.6105414588, 0.1550318962, 2.602469515, 25.11886432, 0.7029635396, 0.8051499111, -9.155319953, -9.735343023, 31.6227766, 1.482884487, 0.776920697, -8.82977904, -9.216011444, 39.81071706, 0.6185765609, 0.6619043413, -8.22429572, -8.275561916, 50.11872336, 0.6934255544, 0.6702128732, -7.908788288, -7.953841732, 63.09573445, 0.3088695308, 0.3166884946, -5.848173962, -6.126773641, 79.43282347, 0.8513026545, 0.7724004306, -4.173313865, -4.872075615, 100, 0.3087123038, 0.2939046664, -2.879064436, -2.635044539, 125.8925412, 0.3461915953, 0.3638458386, -4.885757723, -4.791228692, 158.4893192, 0.6154369291, 0.6172819166, 0.5853443717, 0.7672924639, 199.5262315, 0.5453947078, 0.3341238905, -2.708972609, -2.250055908, 251.1886432, 0.392629196, 0.4255654982, 3.00618147, 3.413257517, 316.227766, 0.5405651237, 0.558412232, 0.6453243042, 0.4156145398, 398.1071706, 0.8662585421, 0.8459700004, 0.8214740367, -0.3635353008, 501.1872336, 0.5467987316, 0.4934782011, 0.6686390383, 1.158599596, 630.9573445, 0.5873933052, 0.5901265199, 0.822565862, 1.217408649, 794.3282347, 0.4148375943, 0.4393215921, 3.713747128, 2.685770985, 1000, 0.5700515285, 0.5638319547, 2.545650669, 2.368007126, 1258.925412, 0.5450605295, 0.5893182869, -0.7843900685, 1.164732046, 1584.893192, 0.7008596792, 0.6330774146, 1.769970836, 3.639851017, 1995.262315, 0.6470037184, 0.6550992113, -0.0359292678, 2.311544483, 2511.886432, 0.6610070974, 0.6563001864, 0.8984288781, 3.293168165, 3162.27766, 0.6301103387, 0.6177594612, 0.460010379, 2.441904767, 3981.071706, 0.6743117194, 0.6410984958, 0.1720068268, 3.044524016, 5011.872336, 0.6605769957, 0.6706213981, -0.7762446737, 3.025265074, 6309.573445, 0.6052123844, 0.6002737027, -1.08644423, 3.192387985, 7943.282347, 0.6433751411, 0.5727600029, -3.959499745, 0.01134672403, 10000, 0.494833992, 0.4578668091, -3.735315712, 3.584048373, 12589.25412, 0.4408681437, 0.3977788721, -2.13766676, 3.669931747, 15848.93192, 0.4123875664, 0.2022044697, -2.178877493, 1.595425047, 19952.62315, 6.83427701, 1.651643855, -11.99922795, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 15, 0.6101530489, 0.6105414588, -0.02557441031, 2.602469515, 25.11886432, 0.6779616663, 0.8051499111, -9.762163927, -9.735343023, 31.6227766, 0.3552010855, 0.776920697, -8.869248196, -9.216011444, 39.81071706, 0.6613008128, 0.6619043413, -8.376270953, -8.275561916, 50.11872336, 0.6498566598, 0.6702128732, -7.975532835, -7.953841732, 63.09573445, 0.3195444127, 0.3166884946, -6.026699629, -6.126773641, 79.43282347, 0.8371648599, 0.7724004306, -4.951393926, -4.872075615, 100, 0.2880446682, 0.2939046664, -2.832871232, -2.635044539, 125.8925412, 0.3494387115, 0.3638458386, -4.522136458, -4.791228692, 158.4893192, 0.6340929737, 0.6172819166, 0.7016542302, 0.7672924639, 199.5262315, 0.1839723586, 0.3341238905, -1.639329127, -2.250055908, 251.1886432, 0.4257000993, 0.4255654982, 2.987727614, 3.413257517, 316.227766, 0.5637887195, 0.558412232, 0.6686618579, 0.4156145398, 398.1071706, 0.8737362654, 0.8459700004, -1.228389137, -0.3635353008, 501.1872336, 0.5733750908, 0.4934782011, 0.5388855784, 1.158599596, 630.9573445, 0.6122761553, 0.5901265199, 2.316012448, 1.217408649, 794.3282347, 0.5065587233, 0.4393215921, 3.135842513, 2.685770985, 1000, 0.5020231353, 0.5638319547, 0.9419977061, 2.368007126, 1258.925412, 0.6109435515, 0.5893182869, -1.785900999, 1.164732046, 1584.893192, 0.5905864724, 0.6330774146, 2.598381124, 3.639851017, 1995.262315, 0.6869109772, 0.6550992113, -1.160759671, 2.311544483, 2511.886432, 0.6213117072, 0.6563001864, -0.3839150347, 3.293168165, 3162.27766, 0.6473551266, 0.6177594612, 0.2866189307, 2.441904767, 3981.071706, 0.6399320432, 0.6410984958, 0.9148459276, 3.044524016, 5011.872336, 0.6233549854, 0.6706213981, 0.05812542221, 3.025265074, 6309.573445, 0.6217242914, 0.6002737027, -1.602598443, 3.192387985, 7943.282347, 0.5694186657, 0.5727600029, -4.606830679, 0.01134672403, 10000, 0.4832944969, 0.4578668091, -2.946381363, 3.584048373, 12589.25412, 0.4343686225, 0.3977788721, -2.035074553, 3.669931747, 15848.93192, 0.1931183969, 0.2022044697, -2.508835421, 1.595425047, 19952.62315, 6.463999658, 1.651643855, -12.43677033, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 16, 0.575350179, 0.6105414588, 0.8651673602, 2.602469515, 25.11886432, 0.6689225101, 0.8051499111, -10.26730332, -9.735343023, 31.6227766, 0.4555741892, 0.776920697, -8.687233886, -9.216011444, 39.81071706, 0.6243615168, 0.6619043413, -8.272950728, -8.275561916, 50.11872336, 0.6563175833, 0.6702128732, -8.048548719, -7.953841732, 63.09573445, 0.3109850362, 0.3166884946, -6.166939664, -6.126773641, 79.43282347, 0.7700344026, 0.7724004306, -4.730876821, -4.872075615, 100, 0.2765988185, 0.2939046664, -2.639335962, -2.635044539, 125.8925412, 0.3555636874, 0.3638458386, -4.476589151, -4.791228692, 158.4893192, 0.6130739965, 0.6172819166, 0.8080617651, 0.7672924639, 199.5262315, 0.1760534286, 0.3341238905, -1.398535249, -2.250055908, 251.1886432, 0.4347008609, 0.4255654982, 3.160244984, 3.413257517, 316.227766, 0.5730435756, 0.558412232, 0.5423300067, 0.4156145398, 398.1071706, 0.9015425607, 0.8459700004, -1.954884454, -0.3635353008, 501.1872336, 0.5557119719, 0.4934782011, 0.1152390459, 1.158599596, 630.9573445, 0.5956445222, 0.5901265199, 2.157764568, 1.217408649, 794.3282347, 0.556799553, 0.4393215921, 2.146025381, 2.685770985, 1000, 0.5115245125, 0.5638319547, 0.6622490737, 2.368007126, 1258.925412, 0.6152630675, 0.5893182869, -1.495145608, 1.164732046, 1584.893192, 0.5668474474, 0.6330774146, 2.09349454, 3.639851017, 1995.262315, 0.6140135804, 0.6550992113, -0.178749649, 2.311544483, 2511.886432, 0.6081266372, 0.6563001864, 1.433861593, 3.293168165, 3162.27766, 0.5667578709, 0.6177594612, -0.272764366, 2.441904767, 3981.071706, 0.6170821626, 0.6410984958, 2.575652643, 3.044524016, 5011.872336, 0.5996919913, 0.6706213981, 1.155866443, 3.025265074, 6309.573445, 0.5847999539, 0.6002737027, 1.018125736, 3.192387985, 7943.282347, 0.5311554024, 0.5727600029, -3.575711625, 0.01134672403, 10000, 0.4054339172, 0.4578668091, 2.110224172, 3.584048373, 12589.25412, 0.3546294974, 0.3977788721, 0.8050130188, 3.669931747, 15848.93192, 0.288405028, 0.2022044697, -3.71253231, 1.595425047, 19952.62315, 6.190312968, 1.651643855, -11.68892965, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 17, 0.611747167, 0.6105414588, -0.9363651278, 2.602469515, 25.11886432, 0.7037568761, 0.8051499111, -9.083293983, -9.735343023, 31.6227766, 1.534096012, 0.776920697, -8.590437831, -9.216011444, 39.81071706, 0.6846444113, 0.6619043413, -8.391446534, -8.275561916, 50.11872336, 0.7153664672, 0.6702128732, -7.83912069, -7.953841732, 63.09573445, 0.3086517978, 0.3166884946, -6.112083572, -6.126773641, 79.43282347, 0.7640844055, 0.7724004306, -6.086341744, -4.872075615, 100, 0.2951346452, 0.2939046664, -2.848987937, -2.635044539, 125.8925412, 0.3510789166, 0.3638458386, -4.858855942, -4.791228692, 158.4893192, 0.6270793512, 0.6172819166, 0.5196386758, 0.7672924639, 199.5262315, 0.5817051062, 0.3341238905, -2.866272874, -2.250055908, 251.1886432, 0.4501535828, 0.4255654982, 3.390543827, 3.413257517, 316.227766, 0.5475034182, 0.558412232, 0.845164295, 0.4156145398, 398.1071706, 0.8217226436, 0.8459700004, 0.1330695796, -0.3635353008, 501.1872336, 0.4395186075, 0.4934782011, 0.2034145174, 1.158599596, 630.9573445, 0.5460769382, 0.5901265199, 1.363654209, 1.217408649, 794.3282347, 0.3509753503, 0.4393215921, 0.6027754549, 2.685770985, 1000, 0.544795076, 0.5638319547, 2.083094023, 2.368007126, 1258.925412, 0.5806234795, 0.5893182869, 0.9490996127, 1.164732046, 1584.893192, 0.6521933101, 0.6330774146, 1.711135892, 3.639851017, 1995.262315, 0.7006038073, 0.6550992113, -0.5754396436, 2.311544483, 2511.886432, 0.5997657353, 0.6563001864, -1.401281626, 3.293168165, 3162.27766, 0.6651777407, 0.6177594612, -2.742847238, 2.441904767, 3981.071706, 0.6729633109, 0.6410984958, -2.0481666, 3.044524016, 5011.872336, 0.6950761527, 0.6706213981, -1.611963953, 3.025265074, 6309.573445, 0.6403389588, 0.6002737027, 0.4022452127, 3.192387985, 7943.282347, 0.5801041199, 0.5727600029, 0.7579397765, 0.01134672403, 10000, 0.4423735666, 0.4578668091, 2.432397228, 3.584048373, 12589.25412, 0.4104317815, 0.3977788721, 5.354662463, 3.669931747, 15848.93192, 0.05364307433, 0.2022044697, 1.90876251, 1.595425047, 19952.62315, 0.01993139707, 1.651643855, -9.50773394, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 18, 0.6378083389, 0.6105414588, 0.8264400764, 2.602469515, 25.11886432, 1.066820871, 0.8051499111, -10.01725812, -9.735343023, 31.6227766, 1.751677763, 0.776920697, -9.122105141, -9.216011444, 39.81071706, 0.6733457915, 0.6619043413, -8.301214357, -8.275561916, 50.11872336, 0.6720299614, 0.6702128732, -8.00143387, -7.953841732, 63.09573445, 0.3202139819, 0.3166884946, -6.321461099, -6.126773641, 79.43282347, 0.8352902067, 0.7724004306, -5.915050243, -4.872075615, 100, 0.2949988134, 0.2939046664, -2.667892613, -2.635044539, 125.8925412, 0.3674050009, 0.3638458386, -4.794936654, -4.791228692, 158.4893192, 0.6102678267, 0.6172819166, 0.6627885172, 0.7672924639, 199.5262315, 0.1833742896, 0.3341238905, -2.591676862, -2.250055908, 251.1886432, 0.4542203898, 0.4255654982, 3.637498105, 3.413257517, 316.227766, 0.5442343269, 0.558412232, 0.5525986802, 0.4156145398, 398.1071706, 0.8111629888, 0.8459700004, -0.1869308724, -0.3635353008, 501.1872336, 0.4085768573, 0.4934782011, 1.210208474, 1.158599596, 630.9573445, 0.5400186189, 0.5901265199, 1.394961446, 1.217408649, 794.3282347, 0.4385779602, 0.4393215921, 0.3186875393, 2.685770985, 1000, 0.6770580162, 0.5638319547, 1.851460747, 2.368007126, 1258.925412, 0.6812743571, 0.5893182869, 0.8226630614, 1.164732046, 1584.893192, 0.6545223208, 0.6330774146, 0.852915697, 3.639851017, 1995.262315, 0.7261452491, 0.6550992113, -0.03175250729, 2.311544483, 2511.886432, 0.6049051216, 0.6563001864, 0.6039760148, 3.293168165, 3162.27766, 0.66378459, 0.6177594612, 1.581990943, 2.441904767, 3981.071706, 0.6601840004, 0.6410984958, 0.07473386036, 3.044524016, 5011.872336, 0.694590219, 0.6706213981, 0.5010438306, 3.025265074, 6309.573445, 0.6075191809, 0.6002737027, 1.734306754, 3.192387985, 7943.282347, 0.58591451, 0.5727600029, -1.978112719, 0.01134672403, 10000, 0.4422336916, 0.4578668091, 2.307945012, 3.584048373, 12589.25412, 0.3914470942, 0.3977788721, -0.7106433185, 3.669931747, 15848.93192, 0.292293911, 0.2022044697, -0.4938008072, 1.595425047, 19952.62315, 6.644554152, 1.651643855, -9.900634089, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 19, 0.5974757542, 0.6105414588, -0.67645021, 2.602469515, 25.11886432, 0.796359707, 0.8051499111, -9.60805015, -9.735343023, 31.6227766, 0.3403782996, 0.776920697, -9.270954725, -9.216011444, 39.81071706, 0.6807896265, 0.6619043413, -8.332704091, -8.275561916, 50.11872336, 0.6404956771, 0.6702128732, -7.897003337, -7.953841732, 63.09573445, 0.3209995356, 0.3166884946, -6.209679731, -6.126773641, 79.43282347, 0.8006002426, 0.7724004306, -6.386318891, -4.872075615, 100, 0.3008828986, 0.2939046664, -2.805041914, -2.635044539, 125.8925412, 0.3661410486, 0.3638458386, -4.608087078, -4.791228692, 158.4893192, 0.6328665245, 0.6172819166, 0.6026794529, 0.7672924639, 199.5262315, 0.1906514637, 0.3341238905, -2.119199912, -2.250055908, 251.1886432, 0.4599759545, 0.4255654982, 3.38317488, 3.413257517, 316.227766, 0.5429701735, 0.558412232, 0.7801921906, 0.4156145398, 398.1071706, 0.8024979795, 0.8459700004, -0.7919912287, -0.3635353008, 501.1872336, 0.4736068348, 0.4934782011, 0.2212518202, 1.158599596, 630.9573445, 0.5377947725, 0.5901265199, 2.4450529, 1.217408649, 794.3282347, 0.45530725, 0.4393215921, 0.8935098392, 2.685770985, 1000, 0.6032184969, 0.5638319547, 1.96199187, 2.368007126, 1258.925412, 0.6739253742, 0.5893182869, -0.4381328647, 1.164732046, 1584.893192, 0.6407205591, 0.6330774146, 1.089092918, 3.639851017, 1995.262315, 0.6511411976, 0.6550992113, 0.3495714407, 2.311544483, 2511.886432, 0.5617041083, 0.6563001864, -2.082042222, 3.293168165, 3162.27766, 0.6736767381, 0.6177594612, -0.4086133836, 2.441904767, 3981.071706, 0.6293437002, 0.6410984958, -1.70972719, 3.044524016, 5011.872336, 0.6458377622, 0.6706213981, -2.833864198, 3.025265074, 6309.573445, 0.584251653, 0.6002737027, -2.13535492, 3.192387985, 7943.282347, 0.5360017511, 0.5727600029, -3.236742523, 0.01134672403, 10000, 0.4575467979, 0.4578668091, 0.9902495683, 3.584048373, 12589.25412, 0.4059529532, 0.3977788721, -1.203787467, 3.669931747, 15848.93192, 0.05941081887, 0.2022044697, 0.5812040035, 1.595425047, 19952.62315, 0.01866183245, 1.651643855, -10.73865809, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 20, 0.6255984254, 0.6105414588, 0.4379096845, 2.602469515, 25.11886432, 0.6910783448, 0.8051499111, -9.420749129, -9.735343023, 31.6227766, 0.8993307512, 0.776920697, -9.04644285, -9.216011444, 39.81071706, 0.5845000356, 0.6619043413, -8.36463869, -8.275561916, 50.11872336, 0.6479788205, 0.6702128732, -8.005135171, -7.953841732, 63.09573445, 0.3208424604, 0.3166884946, -6.013344864, -6.126773641, 79.43282347, 0.8734162314, 0.7724004306, -6.575098319, -4.872075615, 100, 0.3051077956, 0.2939046664, -2.971554999, -2.635044539, 125.8925412, 0.3678338446, 0.3638458386, -4.606547278, -4.791228692, 158.4893192, 0.6295745808, 0.6172819166, 0.4601634487, 0.7672924639, 199.5262315, 0.5175791083, 0.3341238905, -2.323047363, -2.250055908, 251.1886432, 0.4292246747, 0.4255654982, 3.171488776, 3.413257517, 316.227766, 0.5563360847, 0.558412232, 1.006128175, 0.4156145398, 398.1071706, 0.8197065092, 0.8459700004, -0.475594363, -0.3635353008, 501.1872336, 0.5192496578, 0.4934782011, 0.3654883113, 1.158599596, 630.9573445, 0.5773213725, 0.5901265199, 2.498735861, 1.217408649, 794.3282347, 0.3860829459, 0.4393215921, 1.834336089, 2.685770985, 1000, 0.5258090955, 0.5638319547, 2.072638322, 2.368007126, 1258.925412, 0.6152983276, 0.5893182869, 0.3316314301, 1.164732046, 1584.893192, 0.7412605611, 0.6330774146, 4.151732429, 3.639851017, 1995.262315, 0.6669971135, 0.6550992113, 1.338107433, 2.311544483, 2511.886432, 0.6029521847, 0.6563001864, 0.8690958836, 3.293168165, 3162.27766, 0.6315325762, 0.6177594612, -0.2519803171, 2.441904767, 3981.071706, 0.6470514825, 0.6410984958, 0.3969721364, 3.044524016, 5011.872336, 0.6669797043, 0.6706213981, 0.4358113576, 3.025265074, 6309.573445, 0.6193820159, 0.6002737027, -0.6539876847, 3.192387985, 7943.282347, 0.5688787942, 0.5727600029, -4.569183125, 0.01134672403, 10000, 0.5029190362, 0.4578668091, 0.6675377958, 3.584048373, 12589.25412, 0.4049979776, 0.3977788721, 1.021147974, 3.669931747, 15848.93192, 0.1364696626, 0.2022044697, 2.482567579, 1.595425047, 19952.62315, 0.01941969244, 1.651643855, -9.102927137, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 21, 0.61613125, 0.6105414588, 0.6646977704, 2.602469515, 25.11886432, 1.02307205, 0.8051499111, -9.98678669, -9.735343023, 31.6227766, 0.8081475859, 0.776920697, -9.853248063, -9.216011444, 39.81071706, 0.669992471, 0.6619043413, -8.228566739, -8.275561916, 50.11872336, 0.6475069471, 0.6702128732, -7.924883452, -7.953841732, 63.09573445, 0.3178485349, 0.3166884946, -6.073607996, -6.126773641, 79.43282347, 0.8708577012, 0.7724004306, -5.234820772, -4.872075615, 100, 0.2962122614, 0.2939046664, -2.764537848, -2.635044539, 125.8925412, 0.3554134053, 0.3638458386, -5.091210764, -4.791228692, 158.4893192, 0.6252134591, 0.6172819166, 0.6034919509, 0.7672924639, 199.5262315, 0.5844378763, 0.3341238905, -2.488292191, -2.250055908, 251.1886432, 0.4474860134, 0.4255654982, 3.339283986, 3.413257517, 316.227766, 0.5455937878, 0.558412232, 0.7915187511, 0.4156145398, 398.1071706, 0.8259165526, 0.8459700004, 0.5189574897, -0.3635353008, 501.1872336, 0.430570777, 0.4934782011, 1.269238673, 1.158599596, 630.9573445, 0.5756049912, 0.5901265199, 0.7735039087, 1.217408649, 794.3282347, 0.3316861318, 0.4393215921, 1.084315019, 2.685770985, 1000, 0.5435865225, 0.5638319547, 1.870145572, 2.368007126, 1258.925412, 0.4733815617, 0.5893182869, 0.8563979348, 1.164732046, 1584.893192, 0.6489365635, 0.6330774146, 1.031026064, 3.639851017, 1995.262315, 0.7523468843, 0.6550992113, 0.4867356666, 2.311544483, 2511.886432, 0.6207423558, 0.6563001864, 1.311114395, 3.293168165, 3162.27766, 0.6318605693, 0.6177594612, -0.2073414625, 2.441904767, 3981.071706, 0.6229854121, 0.6410984958, -0.2700655164, 3.044524016, 5011.872336, 0.6806013201, 0.6706213981, 1.38042211, 3.025265074, 6309.573445, 0.6246064953, 0.6002737027, 1.561400876, 3.192387985, 7943.282347, 0.6095451648, 0.5727600029, -0.4285035958, 0.01134672403, 10000, 0.4839700183, 0.4578668091, 0.2837491804, 3.584048373, 12589.25412, 0.4105516354, 0.3977788721, -2.514903632, 3.669931747, 15848.93192, 0.1791637053, 0.2022044697, -3.88252272, 1.595425047, 19952.62315, 0.003453886141, 1.651643855, -10.63031437, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 22, 0.6117611754, 0.6105414588, 2.095965567, 2.602469515, 25.11886432, 0.7196723361, 0.8051499111, -9.92663997, -9.735343023, 31.6227766, 0.5394485256, 0.776920697, -9.009286971, -9.216011444, 39.81071706, 0.6050679213, 0.6619043413, -8.454781989, -8.275561916, 50.11872336, 0.7234276842, 0.6702128732, -7.894764182, -7.953841732, 63.09573445, 0.3075788936, 0.3166884946, -6.17776586, -6.126773641, 79.43282347, 0.8210012309, 0.7724004306, -5.441287379, -4.872075615, 100, 0.3109481277, 0.2939046664, -2.678358466, -2.635044539, 125.8925412, 0.3691376867, 0.3638458386, -5.054725386, -4.791228692, 158.4893192, 0.6270427748, 0.6172819166, 0.6930214215, 0.7672924639, 199.5262315, 0.6056784233, 0.3341238905, -2.669986908, -2.250055908, 251.1886432, 0.4262485597, 0.4255654982, 3.654661428, 3.413257517, 316.227766, 0.5368147692, 0.558412232, 0.4711658553, 0.4156145398, 398.1071706, 0.7743657609, 0.8459700004, 0.2121967433, -0.3635353008, 501.1872336, 0.3981533401, 0.4934782011, 1.501766244, 1.158599596, 630.9573445, 0.5863517697, 0.5901265199, 0.8558938346, 1.217408649, 794.3282347, 0.388378607, 0.4393215921, 0.6767821084, 2.685770985, 1000, 0.6620639491, 0.5638319547, 2.567084213, 2.368007126, 1258.925412, 0.5445394859, 0.5893182869, 1.575010321, 1.164732046, 1584.893192, 0.6474133041, 0.6330774146, 1.863695463, 3.639851017, 1995.262315, 0.6666194211, 0.6550992113, 2.094243458, 2.311544483, 2511.886432, 0.5852121127, 0.6563001864, 3.122043623, 3.293168165, 3162.27766, 0.6043598794, 0.6177594612, 2.473477319, 2.441904767, 3981.071706, 0.6541414611, 0.6410984958, 1.240639348, 3.044524016, 5011.872336, 0.7175324611, 0.6706213981, 2.957185156, 3.025265074, 6309.573445, 0.6030223026, 0.6002737027, 3.408470453, 3.192387985, 7943.282347, 0.5571172262, 0.5727600029, -0.7018660287, 0.01134672403, 10000, 0.4774138439, 0.4578668091, 1.810415133, 3.584048373, 12589.25412, 0.4228442225, 0.3977788721, 1.608962877, 3.669931747, 15848.93192, 0.003453883683, 0.2022044697, 0.2331460327, 1.595425047, 19952.62315, 0.003453975422, 1.651643855, -11.06512473, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 23, 0.5985064091, 0.6105414588, 3.710962877, 2.602469515, 25.11886432, 0.846959704, 0.8051499111, -9.788554393, -9.735343023, 31.6227766, 0.306438432, 0.776920697, -9.513737215, -9.216011444, 39.81071706, 0.7130810043, 0.6619043413, -8.344071867, -8.275561916, 50.11872336, 0.6442150163, 0.6702128732, -7.978678904, -7.953841732, 63.09573445, 0.3687320622, 0.3166884946, -6.543301035, -6.126773641, 79.43282347, 0.8642035061, 0.7724004306, -4.920498034, -4.872075615, 100, 0.3113879389, 0.2939046664, -2.489800633, -2.635044539, 125.8925412, 0.3670082518, 0.3638458386, -4.889974989, -4.791228692, 158.4893192, 0.6015924846, 0.6172819166, 0.8046459336, 0.7672924639, 199.5262315, 0.1718187346, 0.3341238905, -2.527153176, -2.250055908, 251.1886432, 0.4218448754, 0.4255654982, 3.809240491, 3.413257517, 316.227766, 0.5360530938, 0.558412232, 0.07000435999, 0.4156145398, 398.1071706, 0.7663582971, 0.8459700004, -0.1184844412, -0.3635353008, 501.1872336, 0.3885332759, 0.4934782011, 1.572064039, 1.158599596, 630.9573445, 0.5391929806, 0.5901265199, 1.051453283, 1.217408649, 794.3282347, 0.4094101969, 0.4393215921, 1.806629261, 2.685770985, 1000, 0.7005446137, 0.5638319547, 3.268163228, 2.368007126, 1258.925412, 0.6234631638, 0.5893182869, 3.020261262, 1.164732046, 1584.893192, 0.6554812691, 0.6330774146, 3.895532264, 3.639851017, 1995.262315, 0.5817937746, 0.6550992113, 3.277770457, 2.311544483, 2511.886432, 0.638813452, 0.6563001864, 5.812774528, 3.293168165, 3162.27766, 0.6198996413, 0.6177594612, 3.910707954, 2.441904767, 3981.071706, 0.63964731, 0.6410984958, 3.868531167, 3.044524016, 5011.872336, 0.6683155939, 0.6706213981, 3.005437992, 3.025265074, 6309.573445, 0.6002152562, 0.6002737027, 5.064991386, 3.192387985, 7943.282347, 0.5279877144, 0.5727600029, 0.9604919324, 0.01134672403, 10000, 0.4484948727, 0.4578668091, 5.142328458, 3.584048373, 12589.25412, 0.4372693638, 0.3977788721, 5.359493453, 3.669931747, 15848.93192, 0.1998821895, 0.2022044697, 3.721775582, 1.595425047, 19952.62315, 0.00345398818, 1.651643855, -7.829965106, -9.248443018, 
EM32, EE_lobby, Building_Lobby, 1, 24, 0.6152748161, 0.6105414588, 1.90614706, 2.602469515, 25.11886432, 0.9865338415, 0.8051499111, -9.910632346, -9.735343023, 31.6227766, 0.5472922107, 0.776920697, -8.684224068, -9.216011444, 39.81071706, 0.6560909651, 0.6619043413, -8.161978762, -8.275561916, 50.11872336, 0.653760489, 0.6702128732, -7.920315184, -7.953841732, 63.09573445, 0.3363680895, 0.3166884946, -6.30501327, -6.126773641, 79.43282347, 0.8015108694, 0.7724004306, -5.79996346, -4.872075615, 100, 0.2946824917, 0.2939046664, -2.552382423, -2.635044539, 125.8925412, 0.3785353643, 0.3638458386, -4.626202178, -4.791228692, 158.4893192, 0.6201653315, 0.6172819166, 0.7827547933, 0.7672924639, 199.5262315, 0.1754912255, 0.3341238905, -1.890771432, -2.250055908, 251.1886432, 0.4520078573, 0.4255654982, 3.638815538, 3.413257517, 316.227766, 0.5616166135, 0.558412232, 0.3750976331, 0.4156145398, 398.1071706, 0.8193384039, 0.8459700004, -0.8935623995, -0.3635353008, 501.1872336, 0.465108366, 0.4934782011, 0.4373079487, 1.158599596, 630.9573445, 0.5587109917, 0.5901265199, 1.83283392, 1.217408649, 794.3282347, 0.4706180748, 0.4393215921, 1.522068922, 2.685770985, 1000, 0.645780001, 0.5638319547, 1.725098426, 2.368007126, 1258.925412, 0.6747712019, 0.5893182869, 1.024597625, 1.164732046, 1584.893192, 0.6314550514, 0.6330774146, 1.422288974, 3.639851017, 1995.262315, 0.6561255858, 0.6550992113, 0.5272215427, 2.311544483, 2511.886432, 0.6778312162, 0.6563001864, 3.616623321, 3.293168165, 3162.27766, 0.6231141586, 0.6177594612, 2.439725108, 2.441904767, 3981.071706, 0.6250259417, 0.6410984958, 1.415433737, 3.044524016, 5011.872336, 0.6577651804, 0.6706213981, 4.30364991, 3.025265074, 6309.573445, 0.5928519189, 0.6002737027, 2.329083254, 3.192387985, 7943.282347, 0.5409947151, 0.5727600029, -0.630059852, 0.01134672403, 10000, 0.4436777034, 0.4578668091, 2.925587824, 3.584048373, 12589.25412, 0.3785341565, 0.3977788721, 3.642463867, 3.669931747, 15848.93192, 0.2512784306, 0.2022044697, -0.1451742899, 1.595425047, 19952.62315, 6.052211, 1.651643855, -9.201259248, -9.248443018, 
